Blockchain,Day,Hour,Swaps,Swappers,Volume,AmountAverage,AmountMedian
Algorand,4.Thursday,16,493,85,16734.07871,32.62003648,2.599608015
Optimism,4.Thursday,16,1678,811,1539699.142,917.5799415,32.07585671
Gnosis,4.Thursday,16,101,43,1241.723603,12.2942931,1.000503311
BSC,4.Thursday,16,26524,15355,9671916.714,364.6477422,27.06555165
Avalanche,4.Thursday,16,886,517,482276.537,544.3301772,36.3553654
NEAR,4.Thursday,16,55,28,286979.7986,4704.586862,39.8756355
Polygon,4.Thursday,16,3662,2014,1642395.709,448.4969166,21.77944877
Polygon,4.Thursday,17,3192,1859,1256407.841,393.6114789,13.1593704
Osmosis,4.Thursday,17,559,342,67388.29911,120.551519,4.077042147
THORChain,4.Thursday,17,406,30,927270.9568,1444.347285,382.5487141
Solana,4.Thursday,17,1480,438,336874.4521,227.617873,13.19948268
Avalanche,4.Thursday,17,932,557,1376745.233,1477.194456,27.29408245
Optimism,4.Thursday,17,1529,784,1948431.08,1274.317253,25.51638397
Ethereum,4.Thursday,17,2515,145,48176302.36,15036.29911,499.345
BSC,4.Thursday,17,22485,12529,11129457.46,494.9725356,35.31874033
Algorand,4.Thursday,17,294,78,8968.483661,30.19691468,1.824928582
Arbitrum,4.Thursday,17,2495,1336,1128824.489,452.4346648,10.03114047
Flow,4.Thursday,17,23,9,3507.51446,116.9171487,65.18625555
Gnosis,4.Thursday,17,56,33,663.3978475,11.84639013,3.001509932
NEAR,4.Thursday,17,59,26,111267.9314,1445.03807,18.41316928
Algorand,4.Thursday,18,1275,87,88616.13218,67.33748646,3.114297836
NEAR,4.Thursday,18,75,27,102342.1537,1055.07375,6.011408974
Ethereum,4.Thursday,18,2484,144,25446413.01,8373.284966,541.1302581
Avalanche,4.Thursday,18,897,496,427122.7467,476.1680565,48.98438989
Polygon,4.Thursday,18,5011,2532,2398850.765,478.7169756,8.47874008
BSC,4.Thursday,18,21867,11089,11218461.06,513.031557,27.16101261
Solana,4.Thursday,18,3059,525,484044.7144,158.1845472,21.26129092
Osmosis,4.Thursday,18,862,401,309835.2019,359.4375892,10.38550328
Optimism,4.Thursday,18,1487,663,1456576.307,979.5402199,21.45923917
Arbitrum,4.Thursday,18,2704,1252,1883315.605,696.4924574,4.386912857
THORChain,4.Thursday,18,755,41,1067607.956,1049.762002,445.4862982
Gnosis,4.Thursday,18,133,68,4628.015413,34.79710837,3.034328915
Flow,4.Thursday,18,18,11,41920.53632,635.1596412,483.1023164
Solana,4.Thursday,19,4427,542,374220.4852,84.43603005,9.266015139
Gnosis,4.Thursday,19,116,78,4065.561674,35.04794547,9.694368058
Osmosis,4.Thursday,19,762,428,96899.37749,127.1645374,5.482004263
NEAR,4.Thursday,19,42,21,15384.87706,284.9051307,22.08619756
Optimism,4.Thursday,19,1196,597,916715.6046,766.4846193,24.51578375
THORChain,4.Thursday,19,342,37,279577.0012,569.4032611,433.8602261
Algorand,4.Thursday,19,533,92,13216.61374,24.3848962,2.044230484
Avalanche,4.Thursday,19,703,430,164562.763,234.0864339,30.17345583
Ethereum,4.Thursday,19,2325,142,25640349.14,8679.874455,498.7623252
Polygon,4.Thursday,19,3652,2042,1298288.329,355.5006377,4.418410596
Flow,4.Thursday,19,18,14,11757.80278,367.4313368,128.5893967
BSC,4.Thursday,19,18510,10106,9098066.143,491.5216717,33.81452463
Arbitrum,4.Thursday,19,2291,1226,1296851.543,566.0635282,6.20723597
Solana,4.Thursday,20,5228,429,277987.5597,53.17283085,3.109959785
THORChain,4.Thursday,20,444,28,436362.4342,652.2607387,448.0077851
NEAR,4.Thursday,20,32,18,154719.5312,4297.764756,18.06181936
Ethereum,4.Thursday,20,1995,118,20243397.13,8185.765115,400.35
Polygon,4.Thursday,20,3138,1769,698349.8175,222.5461496,3.351586055
Arbitrum,4.Thursday,20,1928,1008,900598.2206,467.1152597,4.132439127
BSC,4.Thursday,20,17101,8970,4180467.864,244.4575092,24.46785202
Flow,4.Thursday,20,7,6,1834.811595,152.9009662,53.92822151
Gnosis,4.Thursday,20,55,43,563.4027948,10.24368718,3.974990261
Avalanche,4.Thursday,20,715,393,258059.1545,360.9218944,24.95057821
Algorand,4.Thursday,20,434,71,25032.52018,56.63466105,2.198573984
Optimism,4.Thursday,20,1073,559,607303.9709,565.9869253,20.99186612
Osmosis,4.Thursday,20,711,389,137816.2266,193.8343553,5.707431063
Arbitrum,4.Thursday,21,2361,1150,2817325.697,1193.276449,15.56886859
THORChain,4.Thursday,21,1348,31,1369226.295,786.9116637,441.9630974
BSC,4.Thursday,21,16388,8298,8335467.212,508.6323659,27.28845455
Polygon,4.Thursday,21,3717,1824,2198190.586,591.3883739,13.22547911
Algorand,4.Thursday,21,437,67,24122.15213,53.13249368,3.783390193
NEAR,4.Thursday,21,43,15,22219.48603,493.7663563,50.48801669
Optimism,4.Thursday,21,1330,576,1477112.146,1110.610636,27.34825063
Osmosis,4.Thursday,21,927,373,222164.9396,239.6601291,12.45199734
Avalanche,4.Thursday,21,876,437,546051.8714,623.3468852,61.38022072
Gnosis,4.Thursday,21,264,69,9840.26917,37.27374686,1.429745344
Flow,4.Thursday,21,31,11,6543.92717,163.5981792,73.67835292
Solana,4.Thursday,21,5684,430,364997.3894,64.20358653,1.004422061
Ethereum,4.Thursday,21,2174,147,27378220.12,9603.023542,506.742866
Avalanche,4.Thursday,22,602,358,161094.2431,267.5984104,40.97256563
Osmosis,4.Thursday,22,691,328,138069.4308,199.8110431,7.432816543
NEAR,4.Thursday,22,37,19,7345.314385,188.3413945,5.255696178
Algorand,4.Thursday,22,301,57,4990.187716,16.41509117,1.275875572
Polygon,4.Thursday,22,3881,1959,2149249.365,553.78752,9.989992496
Gnosis,4.Thursday,22,77,44,5212.26023,67.6916913,3.64106657
Solana,4.Thursday,22,2824,417,195270.7265,69.07347947,11.15105531
BSC,4.Thursday,22,16934,8920,8779636.078,518.4620337,38.34478349
Ethereum,4.Thursday,22,2548,162,30894250.05,9049.282383,521.5860779
Arbitrum,4.Thursday,22,1886,923,1693514.547,897.9398448,20.13214768
Optimism,4.Thursday,22,1179,516,1467616.901,1244.79805,26.01730788
THORChain,4.Thursday,22,831,40,997142.2547,820.0183015,438.4215086
Flow,4.Thursday,22,7,6,2240.95882,203.7235291,56.62587651
Polygon,4.Thursday,23,3279,1667,1374304.586,419.123082,8.891761253
NEAR,4.Thursday,23,58,22,147089.6107,2131.733488,18.03947633
Flow,4.Thursday,23,7,6,2887.063648,288.7063648,430.8955314
Arbitrum,4.Thursday,23,1617,704,1632690.913,1009.703718,24.19252632
Avalanche,4.Thursday,23,546,298,310001.4242,567.7681763,52.15685708
Algorand,4.Thursday,23,1169,66,153832.6151,121.032742,5.054699061
Gnosis,4.Thursday,23,94,42,4326.650329,46.02819499,1.976210279
Solana,4.Thursday,23,2462,382,264201.0434,107.2244494,15.22334056
BSC,4.Thursday,23,15494,9231,14114180.75,910.9449303,40.89089865
Ethereum,4.Thursday,23,2210,155,20912090.3,7324.725148,412.3008639
Optimism,4.Thursday,23,1161,451,2045117.05,1761.513394,24.85843259
THORChain,4.Thursday,23,504,45,763169.2331,958.7553179,433.1599708
Osmosis,4.Thursday,23,492,243,80796.87328,164.2212872,8.815004
Flow,5.Friday,0,13,4,1568.158812,82.5346743,57.49030245
Solana,5.Friday,0,5849,355,417211.0163,71.29374852,12.87565079
Osmosis,5.Friday,0,623,259,119663.5605,192.076341,9.782861662
Ethereum,5.Friday,0,2210,149,26041428.79,8903.052577,444.76
Avalanche,5.Friday,0,717,335,362102.7877,505.0248086,109.0820363
BSC,5.Friday,0,19643,10895,11711060.96,596.195131,50.99576825
Gnosis,5.Friday,0,159,68,5044.911789,31.72900496,0.991102353
THORChain,5.Friday,0,515,33,607296.468,795.9324613,438.0408562
Arbitrum,5.Friday,0,1413,706,1342012.174,949.7609156,69.14947091
NEAR,5.Friday,0,65,23,154389.2537,2114.921284,24.60575636
Polygon,5.Friday,0,3462,1676,1977776.314,571.2814308,18.28114164
Optimism,5.Friday,0,1107,460,1877956.031,1696.437246,30.00395566
Algorand,5.Friday,0,465,87,66555.35386,137.5110617,5.683875593
Algorand,5.Friday,1,249,50,7902.595817,30.63021635,2.077360353
Optimism,5.Friday,1,1267,808,869779.9623,686.4877366,20.62255611
Flow,5.Friday,1,20,4,1853.657561,74.14630244,78.38694269
Avalanche,5.Friday,1,381,261,260858.025,684.6667324,25.81908569
Gnosis,5.Friday,1,125,68,3377.142878,27.01714302,0.993201832
BSC,5.Friday,1,16214,9962,9305139.891,573.8953923,45.09475063
Arbitrum,5.Friday,1,1698,718,1098302.187,646.8210762,1.761216615
Osmosis,5.Friday,1,325,185,50611.95824,155.7291023,4.821842213
Ethereum,5.Friday,1,1809,123,22802458.29,9888.316691,421.5188121
Solana,5.Friday,1,4331,291,266427.1065,61.50210214,1.172404392
NEAR,5.Friday,1,19,9,1470.126067,54.44911359,21.52021359
THORChain,5.Friday,1,309,28,236104.1458,558.1658294,442.9263795
Polygon,5.Friday,1,2891,1631,1866746.292,645.7095441,4.886409417
Ethereum,5.Friday,2,2362,122,19809992.06,7017.354609,284.87
Polygon,5.Friday,2,2857,1690,1029425.864,360.3170682,2.632056909
Arbitrum,5.Friday,2,2323,820,959835.0872,413.1877259,0.217995838
Optimism,5.Friday,2,1733,941,1050812.722,606.3547154,22.18999201
NEAR,5.Friday,2,33,14,15855.37501,466.334559,31.05149565
Gnosis,5.Friday,2,67,46,1739.845552,25.96784405,4.966323583
BSC,5.Friday,2,17841,10919,7531130.592,422.1249141,43.63961715
Flow,5.Friday,2,27,6,1931.491154,58.53003497,57.37613524
THORChain,5.Friday,2,215,34,239243.9534,681.6067048,399.8819944
Avalanche,5.Friday,2,402,285,106486.9397,264.8928849,32.24851269
Algorand,5.Friday,2,235,75,12555.12002,51.88066124,2.473330082
Osmosis,5.Friday,2,231,152,32286.6263,139.768945,4.11175139
Solana,5.Friday,2,2652,305,168528.4199,63.49978143,1.001631288
THORChain,5.Friday,3,168,18,161105.2922,542.4420611,443.3462811
BSC,5.Friday,3,20218,12608,9722629.724,480.8897875,49.82114235
Solana,5.Friday,3,2672,301,693036.2433,258.9821537,6.566728278
Gnosis,5.Friday,3,44,31,537.9413041,12.22593873,4.693805706
Osmosis,5.Friday,3,372,179,52241.18131,140.4332831,19.85114101
Optimism,5.Friday,3,1404,760,420720.1704,299.6582411,27.60047008
NEAR,5.Friday,3,29,14,11338.16739,377.938913,28.40913665
Polygon,5.Friday,3,2693,1689,585331.373,217.3529049,3.158672676
Avalanche,5.Friday,3,475,283,84173.60385,177.2075871,20.26776046
Algorand,5.Friday,3,242,62,14183.83566,58.36969409,1.713502222
Arbitrum,5.Friday,3,2289,941,682203.8013,298.0357367,0.121953708
Flow,5.Friday,3,12,5,851.2595762,47.29219868,39.59735567
Ethereum,5.Friday,3,1575,101,17210799.75,8732.014078,349.7266781
Optimism,5.Friday,4,1499,809,975685.0654,650.8906374,22.47354945
Ethereum,5.Friday,4,1512,102,8527100.414,4476.168197,346.9585616
Avalanche,5.Friday,4,606,323,391067.2455,645.3254876,28.418549
NEAR,5.Friday,4,34,20,9148.895891,223.1438022,8.544200516
Polygon,5.Friday,4,2634,1647,1587049.318,602.5244183,6.018435496
THORChain,5.Friday,4,599,26,628076.8346,803.1673076,443.6090803
Flow,5.Friday,4,5,4,14205.25141,2029.32163,53.00033879
Osmosis,5.Friday,4,352,180,107408.34,305.1373296,10.97251579
BSC,5.Friday,4,17810,10741,7489576.086,420.5264507,40.3150109
Gnosis,5.Friday,4,34,27,1121.874831,32.99631857,6.435063218
Arbitrum,5.Friday,4,2017,861,342475.5327,169.794513,0.959030323
Algorand,5.Friday,4,356,68,11089.48362,30.13446636,5.219079973
Solana,5.Friday,4,1774,294,299330.4577,168.7319378,3.346742484
Flow,5.Friday,5,15,7,4593.384886,255.1880492,78.8831143
NEAR,5.Friday,5,29,13,194450.0916,5255.40788,17.8335599
Algorand,5.Friday,5,378,79,57501.47809,147.0626038,7.580050814
Osmosis,5.Friday,5,375,170,60344.14985,160.9177329,12.6456274
Optimism,5.Friday,5,1838,934,930939.5556,506.4959497,34.57058219
Ethereum,5.Friday,5,1680,98,27031173.5,12952.16747,380.75
Avalanche,5.Friday,5,430,297,63942.86908,148.7043467,18.26868653
THORChain,5.Friday,5,156,17,121401.7095,507.9569437,419.9221691
Solana,5.Friday,5,1425,287,220225.7664,154.5443975,3.491710941
BSC,5.Friday,5,22004,11446,7597996.28,345.3006853,50.21480686
Polygon,5.Friday,5,2869,1740,985070.7864,343.3498733,4.057305514
Arbitrum,5.Friday,5,2479,975,593302.2161,239.3312691,0.960496391
Gnosis,5.Friday,5,32,25,1528.496309,47.76550965,15.24929843
THORChain,5.Friday,6,280,16,216362.3036,542.2614125,392.647338
BSC,5.Friday,6,21942,12530,6715028.955,306.0354095,40.33935585
Flow,5.Friday,6,17,8,9158.576164,277.532611,61.93962355
Arbitrum,5.Friday,6,2924,1199,1955123.086,668.6467462,9.601209064
Ethereum,5.Friday,6,1711,117,11509545.63,5163.546717,476.4426625
Osmosis,5.Friday,6,391,190,75921.86966,194.1735797,18.12969423
Algorand,5.Friday,6,169,57,7102.962601,40.58835772,4.839718368
NEAR,5.Friday,6,56,27,19534.40581,260.4587441,23.97454295
Solana,5.Friday,6,1738,336,194364.9671,111.8325473,3.941122293
Polygon,5.Friday,6,2861,1693,729608.3009,255.0186302,4.694106136
Optimism,5.Friday,6,2531,1292,1071829.863,423.4807835,34.59489277
Avalanche,5.Friday,6,420,297,135509.6735,322.6420797,27.838066
Gnosis,5.Friday,6,27,22,1000.587279,37.05878813,4.892101509
Avalanche,5.Friday,7,524,320,211235.3531,403.1209028,56.50247744
BSC,5.Friday,7,22201,12924,8708850.827,392.2729078,28.39803244
Algorand,5.Friday,7,235,54,450509.9598,1877.124833,8.364766856
Arbitrum,5.Friday,7,3438,1478,1882619.164,547.5913798,2.000660742
Polygon,5.Friday,7,3168,1735,1624837.021,512.8904737,7.122294072
Osmosis,5.Friday,7,487,216,66734.80903,137.0324621,11.61654453
Gnosis,5.Friday,7,123,42,5467.476921,44.45103188,1.362690798
Ethereum,5.Friday,7,1814,139,22031245.82,9327.369102,563.7200013
Optimism,5.Friday,7,2745,1257,2158720.315,786.4190582,22.99679145
THORChain,5.Friday,7,262,28,275034.3027,687.5857568,447.4069758
Flow,5.Friday,7,19,5,8614.626041,253.3713542,189.2531598
NEAR,5.Friday,7,58,21,30117.53846,456.3263403,57.91835265
Solana,5.Friday,7,2737,325,221919.6061,81.08133215,14.00179865
BSC,5.Friday,8,25677,13685,10748204.97,418.5927082,47.2393818
Algorand,5.Friday,8,490,63,168968.0905,335.2541478,6.546942729
Gnosis,5.Friday,8,256,65,22507.11697,87.91842568,2.415977298
NEAR,5.Friday,8,119,36,68128.35333,469.8507126,97.29896882
Optimism,5.Friday,8,3101,1319,3204767.235,1033.462507,34.45813836
Polygon,5.Friday,8,4799,2245,4848360.163,1010.28551,26.87076693
Ethereum,5.Friday,8,2360,184,52897616.55,16613.57304,843.415
THORChain,5.Friday,8,726,27,742344.0523,673.6334413,443.4220992
Osmosis,5.Friday,8,653,220,179790.7461,275.3303922,29.27829693
Arbitrum,5.Friday,8,5479,1858,5230985.754,954.7336656,1.770234248
Flow,5.Friday,8,19,10,8492.439826,242.6411379,3.371515252
Avalanche,5.Friday,8,990,388,438393.4847,442.8217018,142.0187054
Solana,5.Friday,8,5790,358,476683.7191,82.24356782,3.002140458
Flow,5.Friday,9,38,12,17915.28436,252.3279487,23.86788153
Avalanche,5.Friday,9,2029,677,1588109.594,782.7055662,124.9309366
THORChain,5.Friday,9,2514,51,4236753.154,1059.718148,501.0631063
Gnosis,5.Friday,9,790,104,83002.11566,105.0659692,1.630471417
Optimism,5.Friday,9,4347,1219,9384608.587,2158.87016,60.82203318
NEAR,5.Friday,9,271,49,743807.9611,2162.232445,59.93809589
Osmosis,5.Friday,9,1376,326,499698.9953,363.1533396,98.96971666
Polygon,5.Friday,9,7508,2736,10779059.21,1435.676506,81.02497793
Arbitrum,5.Friday,9,6321,1779,12761082.22,2018.839142,182.7221773
BSC,5.Friday,9,34227,15034,20186680.02,589.7881795,74.30995232
Algorand,5.Friday,9,1877,95,280382.6266,139.5632785,6.067752557
Ethereum,5.Friday,9,5157,324,215699187.1,28340.45291,1327.851363
Solana,5.Friday,9,9695,521,856934.3487,88.33464062,10.01414393
Gnosis,5.Friday,10,141,52,3996.709382,28.34545661,2.932847664
Avalanche,5.Friday,10,822,451,379756.3861,461.9907373,66.63492523
Arbitrum,5.Friday,10,3813,1535,3798856.593,996.2907403,12.49865599
Flow,5.Friday,10,22,15,7388.009517,194.4213031,54.28346702
Solana,5.Friday,10,3704,502,678685.9964,182.2465082,4.744773826
Optimism,5.Friday,10,2618,1139,4124767.955,1575.541618,45.88946226
THORChain,5.Friday,10,1313,41,2062086.625,862.436899,540.3563299
Ethereum,5.Friday,10,2872,189,76984654.45,20016.81083,754.915
NEAR,5.Friday,10,55,27,42600.1529,655.3869677,1.256183687
BSC,5.Friday,10,28472,14532,13372468.72,469.6708598,52.89718881
Polygon,5.Friday,10,4505,2265,2411781.965,535.356707,16.00031453
Algorand,5.Friday,10,315,65,21870.28199,68.55887772,3.992326083
Osmosis,5.Friday,10,585,258,155464.8074,265.7518075,19.90223169
NEAR,5.Friday,11,71,34,95118.97824,1045.263497,47.13794298
THORChain,5.Friday,11,681,31,909016.4304,810.1750716,399.8576058
Avalanche,5.Friday,11,720,390,156003.0309,216.6708763,26.08100661
Gnosis,5.Friday,11,158,57,3037.065762,19.2219352,2.759013494
Polygon,5.Friday,11,3630,2094,1046430.941,288.2729864,5.031914558
Ethereum,5.Friday,11,2923,143,46228892.35,12575.86843,384.616924
Osmosis,5.Friday,11,575,235,126942.147,220.7689514,35.68113751
Arbitrum,5.Friday,11,3564,1690,1848125.958,518.5538604,6.69082197
Solana,5.Friday,11,2687,475,1897704.175,706.2538796,5.007321302
BSC,5.Friday,11,26185,14549,11028824.59,421.1886421,49.21387817
Algorand,5.Friday,11,275,64,48638.52587,176.8673668,5.439831536
Optimism,5.Friday,11,2174,1128,1907544.058,877.4351691,39.99441991
Flow,5.Friday,11,15,14,10280.57086,380.7618836,78.29966765
Solana,5.Friday,12,2962,433,2380410.981,803.1076183,7.085118573
Polygon,5.Friday,12,3910,2034,1561392.88,399.3332173,10.25099393
BSC,5.Friday,12,25543,14770,14990537.88,586.874599,37.57359637
Ethereum,5.Friday,12,2841,134,32557766.42,8847.219137,483.725
Osmosis,5.Friday,12,832,270,445228.6637,535.1306054,58.11949236
Avalanche,5.Friday,12,787,455,198153.8118,251.7837507,13.83709025
Gnosis,5.Friday,12,136,54,1759.909226,12.94050902,0.862585015
Flow,5.Friday,12,8,8,2501.180715,192.3985166,19.70575183
Arbitrum,5.Friday,12,3537,1611,2658223.941,751.5476225,7.281974937
Optimism,5.Friday,12,2176,1057,2635333.271,1211.090658,25.73871299
THORChain,5.Friday,12,741,44,1412537.58,1192.014836,433.4960725
NEAR,5.Friday,12,56,23,28070.28162,438.5981504,32.89188153
Algorand,5.Friday,12,229,79,28601.23245,122.2274891,11.47008063
Solana,5.Friday,13,6504,533,1352345.712,207.8613144,2.455496548
Osmosis,5.Friday,13,754,278,411739.9555,546.0742115,54.21044517
Arbitrum,5.Friday,13,4157,1686,3017908.231,725.9822543,2.439074156
Optimism,5.Friday,13,2200,1074,3083102.987,1401.410449,22.75719938
Polygon,5.Friday,13,4341,2241,3042783.769,700.9407438,19.97687137
Avalanche,5.Friday,13,1053,529,573040.1953,544.1977163,29.55488958
Ethereum,5.Friday,13,2806,150,48479431.19,13745.23141,499.6
NEAR,5.Friday,13,64,29,309813.1141,4023.546936,66.87871341
Gnosis,5.Friday,13,115,39,4100.126637,35.6532751,2.355127497
THORChain,5.Friday,13,898,47,918709.2457,609.2236377,432.5625878
BSC,5.Friday,13,37685,16705,10005471.79,265.5027675,12.2012679
Flow,5.Friday,13,5,3,2288.530633,286.0663291,142.736661
Algorand,5.Friday,13,2506,102,521685.5647,200.1095377,5.556531167
Polygon,5.Friday,14,5854,2405,6316457.082,1078.998477,86.13040413
Optimism,5.Friday,14,2824,881,6257547.223,2215.845334,52.01698927
Algorand,5.Friday,14,2089,122,333343.2951,154.9713134,6.386577626
NEAR,5.Friday,14,107,32,137006.858,1096.054864,338.8620654
Avalanche,5.Friday,14,1457,620,1088516.48,747.0943582,100.7198071
Ethereum,5.Friday,14,2786,165,70643223.39,20282.2921,973.99
Flow,5.Friday,14,16,9,7998.680697,296.2474332,29.01333787
Solana,5.Friday,14,15219,801,3952050.001,259.0998493,2.005293342
THORChain,5.Friday,14,1565,31,1856629.448,777.8087339,432.2100063
BSC,5.Friday,14,33964,16176,11120198.59,327.4113353,37.52954967
Osmosis,5.Friday,14,972,322,541130.6601,556.7187861,52.39373948
Gnosis,5.Friday,14,184,69,12706.42137,69.05663786,1.5756827
Arbitrum,5.Friday,14,4645,1830,6512369.159,1402.017042,24.09406191
Gnosis,5.Friday,15,115,58,10824.00107,94.12174841,1.856845882
Arbitrum,5.Friday,15,3319,1434,4049714.103,1220.160923,51.21007777
THORChain,5.Friday,15,725,37,730792.6871,623.5432484,430.9220282
Ethereum,5.Friday,15,3049,179,73763668.53,19085.03714,785.54
